5.812143881706691495e+00,-1.753779886373818889e-02,-1.238302452242476953e-02,-4.187419834327744256e-02,1.402044409778055445e-02,-7.576199302151584609e-03,-3.183589428922634079e-02,9.403774466181400934e-03,-9.021865619401216521e-03,-5.242027102884024015e-02,4.497886651113301715e-03,1.054054387774526480e-02,7.860562229156867198e-02
5.812894109003506671e+00,-1.897985370046277945e-02,-1.226081430219531573e-02,-6.718299961240892237e-02,2.386358367180303752e-02,-5.541649168637327247e-03,-4.554929334154031451e-02,1.543565325791477170e-02,-2.070485048342823875e-02,-7.652429341137532981e-02,9.140167598194977316e-03,2.765778540426652027e-02,1.312991804570368126e-01
5.813462893173761969e+00,-1.583552828829322759e-02,-8.794436390884834143e-03,-8.543259741731651369e-02,3.066251913429171930e-02,2.424517156141246799e-03,-5.208622201597904594e-02,2.177917085319680535e-02,-3.053967010792452488e-02,-8.743701824809976819e-02,1.281309807451807073e-02,4.428283288689580793e-02,1.688957959993801772e-01
5.813915487490922018e+00,-1.137965479485368581e-02,-4.869096303468180981e-03,-9.980579066677360001e-02,3.490781716252389089e-02,1.318733245455873913e-02,-5.537817991489046160e-02,2.848115410207908288e-02,-3.849947528431837962e-02,-9.202798375439125156e-02,1.575078398130387580e-02,5.871959029241956285e-02,1.972731588137134895e-01
5.814282277195824022e+00,-6.635015939031044079e-03,-1.351272517064613064e-03,-1.116539079670956780e-01,3.708741360588575092e-02,2.487643043237898824e-02,-5.702303960721413073e-02,3.514924828266937501e-02,-4.513577024703450957e-02,-9.357778598189275820e-02,1.820455551930924912e-02,7.077262593263848600e-02,2.196774203169276074e-01
5.814580816793180063e+00,-1.954763298088902507e-03,1.575035481663117180e-03,-1.216995920434433276e-01,3.768686137178496598e-02,3.650361167080123231e-02,-5.774313368203999597e-02,4.150966491443337097e-02,-5.087767204649548680e-02,-9.369940861134860854e-02,2.030488561514607812e-02,8.066283458103985782e-02,2.379623909174857499e-01
5.814823234254434148e+00,2.531290310110669191e-03,3.951826338487319200e-03,-1.303935943612532788e-01,3.713526883445916749e-02,4.758755349569919468e-02,-5.789536484220119544e-02,4.743007922780569097e-02,-5.598909935790433168e-02,-9.319801427030414975e-02,2.210887509026189177e-02,8.870441042981258573e-02,2.532373227498026513e-01
5.815018936690528939e+00,6.777736164125366426e-03,5.882252053004428244e-03,-1.380410917369246926e-01,3.578155720193262196e-02,5.791901398590654920e-02,-5.767124960092616381e-02,5.286769264211424457e-02,-6.062362302727578728e-02,-9.247715624150246172e-02,2.364456175465491986e-02,9.520461607454479280e-02,2.662038157233952984e-01
5.815175675096955210e+00,1.077449498721192583e-02,7.471413227398246600e-03,-1.448576805341210416e-01,3.389485102621839913e-02,6.743023601872466521e-02,-5.718280695452940265e-02,5.782733168969395737e-02,-6.487128248225071392e-02,-9.173725923292307127e-02,2.493310950248627325e-02,1.004343077523033312e-01,2.773324193299686602e-01
5.815300000697587457e+00,1.452711042640239189e-02,8.807601645085713984e-03,-1.509996102725141565e-01,3.167565345848098041e-02,7.612522424207691929e-02,-5.650176261500169939e-02,6.233641137169847191e-02,-6.878725405436349194e-02,-9.107474622713379597e-02,2.599681833034919731e-02,1.046224950568702683e-01,2.869568312852952552e-01
5.815397490125318036e+00,1.804797962765519390e-02,9.959056434870274324e-03,-1.565822997425665164e-01,2.926970688264397824e-02,8.404300236684665582e-02,-5.567815806437464293e-02,6.643139046671529824e-02,-7.240781865946942231e-02,-9.053235935565406844e-02,2.686050828359520457e-02,1.079591371958472795e-01,2.953254649138325472e-01
5.815472883362025058e+00,2.135218480160355412e-02,1.097619864810263704e-02,-1.616924690127812814e-01,2.678087586383299037e-02,9.123829112718959133e-02,-5.474944121757227555e-02,7.015082426319128872e-02,-7.575896778057830683e-02,-9.012506991591423544e-02,2.755048944221312121e-02,1.106003937435219714e-01,3.026306581611272195e-01
5.815530189070088340e+00,2.445544833689779554e-02,1.189528894501302482e-02,-1.663963746525713994e-01,2.428181838705022189e-02,9.777134917933652525e-02,-5.374504337457621655e-02,7.353198357782027295e-02,-7.886099473196418741e-02,-8.985360106780937439e-02,2.809304318310514373e-02,1.126741434071930892e-01,3.090259158531078465e-01
5.815572776677237599e+00,2.737312983605585601e-02,1.274196136551734512e-02,-1.707455138546982165e-01,2.182232103144885957e-02,1.037026632006021604e-01,-5.268878531789265851e-02,7.660935110203054288e-02,-8.173093936129395554e-02,-8.971157656957752524e-02,2.851314568378437650e-02,1.142849839029516229e-01,3.146365718838302628e-01
5.815603460905689914e+00,3.011975369470148989e-02,1.353414226479239535e-02,-1.747806277806670527e-01,1.943559657818996408e-02,1.090902332768674682e-01,-5.160022866175783401e-02,7.941408798558050042e-02,-8.438388881671808617e-02,-8.968934071640133343e-02,2.883362057447929477e-02,1.155184924291121767e-01,3.195667102109136515e-01
5.815624579602316935e+00,3.270881232749440343e-02,1.428428974129548890e-02,-1.785345387933951755e-01,1.714294883144555637e-02,1.139882650314649054e-01,-5.049550770348179562e-02,8.197398925086619992e-02,-8.683366694605224034e-02,-8.977601133727088067e-02,2.907469172130290255e-02,1.164447515453307658e-01,3.239038741853003667e-01
5.815638064423015230e+00,3.515271342485980915e-02,1.500104126773373243e-02,-1.820341773790098705e-01,1.495718660211433487e-02,1.184466323367723145e-01,-4.938789860510769264e-02,8.431367334097555899e-02,-8.909319591198938681e-02,-8.996057858152040065e-02,2.925384131567565840e-02,1.171212256926320722e-01,3.277224114412385925e-01
5.815645503909986580e+00,3.746280156397085309e-02,1.569039434105234943e-02,-1.853020404382666741e-01,1.288510396292093414e-02,1.225107637550200412e-01,-4.828824885666849892e-02,8.645487145375428673e-02,-9.117468224904991259e-02,-9.023247958464306051e-02,2.938587457567619007e-02,1.175950927639128896e-01,3.310859393659314476e-01
5.815648198850680295e+00,3.964941661368614340e-02,1.635653750705352155e-02,-1.883572474325211910e-01,1.092927412917711269e-02,1.262217597501552602e-01,-4.720532578871356605e-02,8.841674651657831230e-02,-9.308970984580366981e-02,-9.058188102900101291e-02,2.948310980913584900e-02,1.179051298720739938e-01,3.340492193098940632e-01
5.815647210169173853e+00,4.172196845093344847e-02,1.700242781769605721e-02,-1.912163102681575522e-01,9.089343346945607388e-03,1.296166312193526016e-01,-4.614611237220116180e-02,9.021620616039817409e-02,-9.484928487455465684e-02,-9.099979741568191283e-02,2.955563403861655863e-02,1.180832389600879329e-01,3.366596176217537262e-01
5.815643399865230379e+00,4.368901678993436510e-02,1.763018819075925711e-02,-1.938936982427793554e-01,7.362962402376433194e-03,1.327285962593656721e-01,-4.511606420564751030e-02,9.186819269981462421e-02,-9.646385728788546554e-02,-9.147811698653252055e-02,2.961158336266710850e-02,1.181556830317243290e-01,3.389582679959239342e-01
5.815637465670290496e+00,4.555835007293325412e-02,1.824137871056064411e-02,-1.964022555075341514e-01,5.746456137465463972e-03,1.355873984692010648e-01,-4.411933497490637401e-02,9.338594320063402232e-02,-9.794333223710589842e-02,-9.200957660466285715e-02,2.965742197690730136e-02,1.181440902173957197e-01,3.409810115514919637e-01
5.815629970153322503e+00,4.733706027191600385e-02,1.883718064275339762e-02,-1.987535118711035997e-01,4.235303691334562672e-03,1.382196254758423504e-01,-4.315897468804834325e-02,9.478121809299637490e-02,-9.929707848045722651e-02,-9.258770970347535156e-02,2.969820443716347444e-02,1.180662714302363470e-01,3.427591674222322249e-01
5.815621365009483235e+00,4.903161210360558464e-02,1.941852051826289949e-02,-2.009579161038498596e-01,2.824481954007073206e-03,1.406490155383628982e-01,-4.223710367368104651e-02,9.606449956127927070e-02,-1.005339373204977987e-01,-9.320678151854613902e-02,2.973781306101560065e-02,1.179368880412620807e-01,3.443201714274242153e-01
5.815612011224512656e+00,5.064790610408791138e-02,1.998615335338336380e-02,-2.030250126658482701e-01,1.508710065301212050e-03,1.428967456441482264e-01,-4.135506475603654974e-02,9.724516226327147017e-02,-1.016622336365143459e-01,-9.386171998901653157e-02,2.977916716152014323e-02,1.177679985538543500e-01,3.456881102757277668e-01
5.815602195745690040e+00,5.219133554300649236e-02,2.054071817438319486e-02,-2.049635769398240603e-01,2.826222348042623563e-04,1.449816979158708441e-01,-4.051355575288324851e-02,9.833161944485384331e-02,-1.026897894926682014e-01,-9.454804721378608223e-02,2.982440380513672398e-02,1.175695073621224052e-01,3.468841718206066571e-01
5.815592145218529296e+00,5.366683744934223899e-02,2.108277487423231011e-02,-2.067817198847498872e-01,-8.591114257368646749e-04,1.469207032366564858e-01,-3.971274428935449990e-02,9.933144758850892542e-02,-1.036239402294945322e-01,-9.526181421228466228e-02,2.987503154547915818e-02,1.173495340269773701e-01,3.479270270073320237e-01
5.815582037275242477e+00,5.507893816943573023e-02,2.161282855174440423e-02,-2.084869700431985218e-01,-1.921701811794862937e-03,1.487287622688731048e-01,-3.895236680040357891e-02,1.002514925743972218e-01,-1.044715526686998269e-01,-9.599954042615091443e-02,2.993205951859443867e-02,1.171147178355281954e-01,3.488331556394013155e-01
5.815572009791231345e+00,5.643179394125834997e-02,2.213134549980359800e-02,-2.100863386905987285e-01,-2.910185143907839667e-03,1.504192447903912044e-01,-3.823181347616205067e-02,1.010979600624576924e-01,-1.052390449522831312e-01,-9.675815859026505594e-02,2.999610468731473897e-02,1.168704695109053504e-01,3.496171255120656962e-01
